CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
CUST1969,Male,0,Yes,No,39,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,34.57,Yes,1341.62
CUST1970,Female,0,No,Yes,25,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,51.03,No,1271.63
CUST1971,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Credit card,42.14,No,1086.03
CUST1972,Male,0,No,No,61,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,59.03,No,3600.29
CUST1973,Male,0,Yes,Yes,49,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,71.6,No,3513.77
CUST1974,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,70.68,No,2905.12
CUST1975,Female,1,No,Yes,28,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Electronic check,95.45,No,2679.01
CUST1976,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.92,No,1477.29
CUST1977,Female,0,Yes,No,59,Yes,No phone service,No,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Bank transfer,114.65,No,6768.96
CUST1978,Female,1,No,No,40,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,54.28,No,2166.96
CUST1979,Female,0,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Bank transfer,50.02,Yes,1591.75
CUST1980,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,88.52,No,1331.32
CUST1981,Female,0,Yes,Yes,22,No,Yes,No,No internet service,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer,100.55,No,2215.08
CUST1982,Female,0,No,Yes,6,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,57.85,Yes,353.13
CUST1983,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,94.68,No,2369.32
CUST1984,Female,0,No,Yes,11,Yes,No,No,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,108.37,No,1185.21
CUST1985,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,96.68,Yes,6871.34
CUST1986,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Bank transfer,23.42,No,96.23
CUST1987,Female,0,No,Yes,68,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,One year,No,Electronic check,102.74,No,6992.47
CUST1988,Female,0,No,No,48,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,97.45,Yes,4683.08
CUST1989,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,86.93,No,2169.21
CUST1990,Female,0,Yes,No,4,No,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,96.0,No,375.49
CUST1991,Female,0,No,Yes,21,Yes,No,No,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,117.94,No,2470.27
CUST1992,Female,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,No,Mailed check,63.11,No,749.18
CUST1993,Female,0,Yes,Yes,27,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,26.72,No,716.31
CUST1994,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,66.09,No,2114.07
CUST1995,Male,0,No,No,22,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,24.64,Yes,550.22
CUST1996,Male,1,No,Yes,17,No,Yes,No,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Credit card,49.43,No,847.75
CUST1997,Female,0,Yes,No,29,Yes,No phone service,No,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Credit card,78.69,Yes,2286.38
CUST1998,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,50.96,No,1264.48
CUST1999,Male,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,88.54,No,1324.93
CUST2000,Female,0,No,Yes,38,Yes,No,DSL,Yes,No,Yes,No internet service,No,No,Two year,No,Mailed check,102.2,No,3887.25
CUST2001,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card,62.04,No,1977.86
CUST2002,Male,1,Yes,Yes,25,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Mailed check,110.01,No,2756.27
CUST2003,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,One year,No,Credit card,27.98,No,1323.35
CUST2004,Male,0,Yes,Yes,64,Yes,No phone service,No,Yes,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card,104.01,No,6653.72
CUST2005,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,102.86,Yes,3809.94
CUST2006,Female,0,No,No,1,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,52.2,No,45.16
CUST2007,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,49.87,No,253.17
CUST2008,Female,0,No,No,45,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,50.51,No,2263.38
CUST2009,Female,0,Yes,Yes,49,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Two year,No,Mailed check,101.14,Yes,4948.88
CUST2010,Male,0,Yes,Yes,37,No,No,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,103.17,No,3821.49
CUST2011,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card,52.97,No,904.73
CUST2012,Female,1,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,79.26,Yes,2063.58
CUST2013,Male,0,Yes,No,40,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer,33.89,No,1355.15
CUST2014,Male,0,No,Yes,71,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,No,Mailed check,66.88,No,4751.98
CUST2015,Female,0,Yes,Yes,16,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Credit card,119.88,No,1923.56
CUST2016,Female,0,Yes,No,61,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,One year,No,Electronic check,35.88,No,2198.01
CUST2017,Male,1,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,114.76,No,3221.05
CUST2018,Female,0,No,No,57,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,102.43,No,5844.4
CUST2019,Male,0,No,Yes,69,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,117.22,No,8092.08
CUST2020,Male,1,No,Yes,21,Yes,No phone service,No,No,No internet service,No,Yes,No,Yes,Two year,No,Mailed check,37.96,No,798.64
CUST2021,Male,0,No,Yes,5,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,Yes,One year,No,Mailed check,41.35,No,199.16
CUST2022,Female,1,Yes,Yes,25,No,Yes,DSL,No,No,No internet service,No,No,No,Two year,Yes,Credit card,21.69,No,535.56
CUST2023,Female,0,Yes,Yes,38,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,92.47,Yes,3520.27
CUST2024,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,No,Credit card,84.41,No,934.58
CUST2025,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Electronic check,37.81,Yes,493.82
CUST2026,Female,0,Yes,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,99.11,Yes,2080.09
CUST2027,Male,1,Yes,No,50,Yes,No phone service,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,No,Mailed check,49.92,Yes,2486.52
CUST2028,Male,0,No,Yes,22,Yes,Yes,No,No,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer,33.5,Yes,733.54
CUST2029,Male,0,No,No,47,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,62.26,No,2924.63
CUST2030,Male,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,29.1,No,2036.72
CUST2031,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,46.32,No,2278.27
CUST2032,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,57.13,Yes,677.73
CUST2033,Female,1,No,Yes,9,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,105.19,No,947.09
CUST2034,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,No,Credit card,99.25,No,5356.86
CUST2035,Female,0,No,Yes,8,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Bank transfer,64.28,No,524.04
CUST2036,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,No internet service,One year,No,Mailed check,92.46,No,4722.7
CUST2037,Male,0,Yes,Yes,1,No,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,76.86,Yes,75.64
CUST2038,Male,0,No,Yes,24,Yes,No phone service,No,No,No,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,54.08,No,1307.91
CUST2039,Male,0,No,Yes,12,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,No,Electronic check,92.59,No,1111.36
CUST2040,Male,1,No,No,50,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Bank transfer,88.35,No,4410.84
CUST2041,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,81.91,No,4669.99
CUST2042,Male,0,No,Yes,33,No,Yes,No,Yes,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,81.8,No,2693.92
CUST2043,Male,0,No,No,34,Yes,No phone service,No,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,88.3,No,3004.93
CUST2044,Female,1,No,Yes,2,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,Yes,Electronic check,58.45,No,125.65
CUST2045,Male,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,106.91,Yes,6206.5
CUST2046,Male,0,No,No,69,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,36.23,No,2495.33
CUST2047,Male,0,No,Yes,47,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,108.39,No,5090.27
CUST2048,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No,One year,No,Bank transfer,54.23,No,3407.88
CUST2049,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,32.5,No,580.72
CUST2050,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,80.0,Yes,5271.85
CUST2051,Male,0,No,Yes,4,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,57.6,No,230.39
CUST2052,Male,0,Yes,No,66,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,101.55,No,6706.47
CUST2053,Male,1,Yes,No,10,No,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,63.08,No,635.82
CUST2054,Male,0,No,Yes,67,Yes,No,DSL,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Credit card,86.86,No,5810.81
CUST2055,Male,0,Yes,Yes,68,Yes,Yes,No,No,No,No internet service,Yes,No,Yes,Two year,No,Credit card,50.83,No,3453.24
CUST2056,Female,0,No,Yes,0,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,40.95,Yes,-4.24
CUST2057,Male,0,No,No,62,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Two year,No,Bank transfer,58.8,No,3637.69
CUST2058,Female,0,No,Yes,28,Yes,Yes,No,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer,80.68,No,2256.29
CUST2059,Female,0,No,Yes,11,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,85.69,No,938.58
CUST2060,Male,0,No,No,40,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No,Two year,Yes,Bank transfer,77.82,Yes,3115.49
CUST2061,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,118.81,Yes,126.48
CUST2062,Male,0,No,No,36,Yes,No phone service,No,No internet service,No,No,Yes,No,No internet service,One year,No,Mailed check,89.11,No,3207.06
CUST2063,Male,0,Yes,No,44,Yes,No,No,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,113.15,No,4983.53
CUST2064,Female,0,No,Yes,47,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,31.79,No,1487.05
CUST2065,Male,0,No,No,23,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,Yes,Mailed check,26.14,Yes,609.12
CUST2066,Male,0,No,No,21,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,51.1,No,1066.15
CUST2067,Male,0,Yes,Yes,10,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,Two year,No,Electronic check,33.66,Yes,330.44
CUST2068,Male,0,No,Yes,57,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,72.59,No,4129.76
CUST2069,Male,0,No,Yes,45,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,71.9,No,3231.69
CUST2070,Male,0,No,No,28,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer,77.5,No,2171.05
CUST2071,Female,0,No,Yes,34,Yes,No,DSL,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,94.52,Yes,3223.44
CUST2072,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,No,Credit card,117.13,No,1645.69
CUST2073,Male,1,No,No,59,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,107.83,Yes,6359.58
CUST2074,Male,1,Yes,No,41,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card,31.84,Yes,1306.96
CUST2075,Male,1,No,Yes,42,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Two year,No,Electronic check,53.85,No,2264.17
CUST2076,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Credit card,45.58,No,2194.29
CUST2077,Male,0,Yes,Yes,63,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,37.68,No,2378.57
CUST2078,Female,1,No,Yes,31,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,74.47,No,2309.96
CUST2079,Male,0,No,Yes,63,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,No,Bank transfer,75.33,No,4749.17
CUST2080,Male,0,Yes,No,1,Yes,No,No,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Electronic check,42.72,No,47.64
CUST2081,Male,0,No,No,23,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,91.19,No,2090.03
CUST2082,Male,0,No,No,65,Yes,No,No,Yes,No,Yes,No,No internet service,No internet service,Two year,No,Electronic check,93.29,No,6057.86
CUST2083,Female,1,No,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer,22.1,No,821.47
CUST2084,Female,0,Yes,No,30,No,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer,59.58,Yes,1794.41
CUST2085,Male,0,No,No,25,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card,109.01,Yes,2723.44
CUST2086,Male,0,No,No,28,Yes,Yes,DSL,Yes,No internet service,Yes,No,No,Yes,One year,Yes,Credit card,72.03,No,2026.44
CUST2087,Female,0,No,No,66,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer,54.76,Yes,3608.48
CUST2088,Female,0,Yes,No,24,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,45.37,No,1087.21
CUST2089,Female,0,No,Yes,47,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Bank transfer,44.34,No,2081.55
CUST2090,Female,0,Yes,Yes,64,Yes,No,No,Yes,No internet service,No,No,Yes,No,One year,No,Mailed check,29.98,No,1927.33
CUST2091,Male,1,No,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer,101.72,No,5285.15
CUST2092,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,28.67,Yes,1891.64
CUST2093,Male,0,No,No,17,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,49.23,No,830.65
CUST2094,Female,0,No,Yes,8,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,24.57,Yes,196.99
CUST2095,Female,0,Yes,No,37,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,One year,No,Mailed check,98.14,No,3638.33
CUST2096,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,One year,Yes,Mailed check,23.93,No,474.68
CUST2097,Female,0,Yes,Yes,64,Yes,No phone service,No,No internet service,Yes,No,No,No,No,Two year,Yes,Mailed check,50.83,No,3259.34
CUST2098,Female,0,No,Yes,20,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,77.33,Yes,1554.83
CUST2099,Male,0,No,No,26,Yes,Yes,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,60.96,No,1576.42
CUST2100,Male,1,No,No,69,Yes,No,No,No internet service,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,48.23,No,3333.0
CUST2101,Female,0,No,Yes,43,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Credit card,47.52,Yes,2038.47
CUST2102,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,One year,No,Electronic check,99.78,No,2687.57
CUST2103,Male,0,No,Yes,44,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,117.4,No,5167.62
CUST2104,Female,0,No,Yes,16,No,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Bank transfer,54.8,No,880.91
CUST2105,Female,0,No,Yes,39,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,23.91,No,930.39
CUST2106,Male,1,No,No,2,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,One year,No,Bank transfer,23.66,No,38.1
CUST2107,Female,1,No,Yes,65,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,95.92,No,6242.97
CUST2108,Female,0,No,Yes,45,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,75.24,No,3390.41
CUST2109,Male,1,No,Yes,29,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,98.36,No,2847.87
CUST2110,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,89.75,Yes,6102.94
CUST2111,Male,0,No,Yes,8,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer,110.75,No,876.56
CUST2112,Female,0,No,No,10,Yes,Yes,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,108.58,No,1082.59
CUST2113,Male,1,No,Yes,68,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Bank transfer,98.83,No,6720.89
CUST2114,Male,0,No,No,65,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,One year,No,Bank transfer,67.52,Yes,4389.14
CUST2115,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,50.81,No,1518.46
CUST2116,Male,0,Yes,Yes,32,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,70.7,No,2267.93
CUST2117,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,70.21,Yes,2663.96
CUST2118,Male,0,Yes,No,45,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,81.03,No,3647.96
CUST2119,Female,1,Yes,Yes,36,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,38.61,No,1385.39
CUST2120,Female,0,Yes,No,59,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Bank transfer,85.56,No,5046.54
CUST2121,Male,0,No,Yes,30,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,65.66,No,1963.95
CUST2122,Male,1,Yes,Yes,10,Yes,No phone service,No,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,82.02,No,822.86
CUST2123,Male,0,Yes,Yes,1,Yes,No,No,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Bank transfer,43.96,No,42.47
CUST2124,Female,1,No,No,26,Yes,No,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Mailed check,63.44,No,1639.76
CUST2125,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,41.02,No,31.58
CUST2126,Female,0,No,No,20,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Yes,One year,No,Credit card,107.53,Yes,2150.02
CUST2127,Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Electronic check,68.8,No,3915.26
CUST2128,Female,1,Yes,No,4,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Two year,Yes,Credit card,42.5,Yes,171.7
CUST2129,Female,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Bank transfer,24.12,No,1228.28
CUST2130,Female,0,Yes,Yes,44,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer,87.57,No,3856.17
CUST2131,Female,0,Yes,No,19,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,41.46,No,796.79
CUST2132,Female,0,No,Yes,60,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,118.96,No,7138.17
CUST2133,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,73.37,No,2720.44
CUST2134,Male,0,Yes,Yes,19,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,48.9,No,934.16
CUST2135,Male,1,No,Yes,24,Yes,No,No,Yes,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,85.77,No,2066.92
CUST2136,Male,0,No,Yes,1,Yes,Yes,No,No internet service,Yes,No,No,No,No,One year,Yes,Bank transfer,47.52,No,41.8
CUST2137,Female,0,Yes,No,31,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,102.03,No,3169.48
CUST2138,Female,0,Yes,Yes,25,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,50.82,No,1278.61
CUST2139,Male,1,No,No,69,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,118.82,No,8196.44
CUST2140,Female,0,Yes,No,40,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,No,One year,No,Credit card,80.51,No,3216.68
CUST2141,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,104.44,No,6902.08
CUST2142,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,27.28,No,2.55
CUST2143,Male,0,Yes,Yes,50,Yes,No,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer,54.83,No,2739.11
CUST2144,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer,93.75,Yes,380.84
CUST2145,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,85.51,No,1022.21
CUST2146,Male,0,Yes,No,18,Yes,Yes,No,Yes,No internet service,No,No,No,No internet service,One year,No,Electronic check,39.42,No,703.09
CUST2147,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Two year,Yes,Mailed check,55.62,No,612.7
